owner_id,week,rank,routed,signal_id,account_id,detector,tier,deserved_reason,severity,days_to_renewal,arr_annual,agent_routed,outcome,arr_delta,attribution
u_006,2026-W14,1,False,sig_0093,acct_0045,seat_decay,4,no spec condition requires a human,P1,1,170000,True,churned,-170000,uncertain
u_006,2026-W16,1,True,sig_0159,acct_0078,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P1,-17,292500,False,churned,-292500,uncertain
u_006,2026-W17,1,False,sig_0171,acct_0078,exec_churn_language,3,no spec condition requires a human,P1,-20,292500,False,downgraded,-79100,uncertain
u_006,2026-W18,1,False,sig_0191,acct_0171,exec_churn_language,3,no spec condition requires a human,P2,70,69000,True,renewed_flat,0,none
u_006,2026-W18,2,False,sig_0207,acct_0045,seat_decay,3,no spec condition requires a human,P2,-27,170000,False,downgraded,-67000,none
u_006,2026-W20,1,False,sig_0263,acct_0003,ticket_storm,3,no spec condition requires a human,P2,-29,480000,True,churned,-480000,uncertain
u_006,2026-W20,2,False,sig_0261,acct_0088,sentiment_drop,3,no spec condition requires a human,P3,229,45000,True,pending,0,
u_006,2026-W21,1,False,sig_0272,acct_0107,exec_churn_language,3,no spec condition requires a human,P1,88,720000,False,renewed_flat,0,uncertain
u_006,2026-W21,2,False,sig_0292,acct_0045,usage_cliff,4,no spec condition requires a human,P2,-48,170000,True,downgraded,-64300,uncertain
u_006,2026-W21,3,False,sig_0317,acct_0127,usage_cliff,4,no spec condition requires a human,P3,128,1350000,True,pending,0,
u_006,2026-W22,1,True,sig_0348,acct_0078,exec_churn_language,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-57,292500,False,downgraded,-99200,none
u_006,2026-W22,2,True,sig_0371,acct_0127,usage_cliff,2,no spec condition requires a human,P2,121,1350000,False,pending,0,
u_006,2026-W22,3,False,sig_0370,acct_0127,seat_decay,3,no spec condition requires a human,P2,121,1350000,False,pending,0,
u_006,2026-W22,4,False,sig_0379,acct_0164,usage_cliff,4,no spec condition requires a human,P2,89,55000,False,churned,-55000,none
u_006,2026-W24,1,True,sig_0443,acct_0045,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P0,-69,170000,True,downgraded,-90100,none
u_006,2026-W24,2,True,sig_0505,acct_0164,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,75,55000,True,downgraded,-24800,uncertain
u_006,2026-W24,3,True,sig_0477,acct_0127,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,107,1350000,False,pending,0,
u_006,2026-W24,4,True,sig_0458,acct_0088,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,198,45000,False,pending,0,
u_006,2026-W24,5,False,sig_0478,acct_0127,usage_cliff,3,no spec condition requires a human,P3,107,1350000,True,pending,0,
u_006,2026-W24,6,False,sig_0504,acct_0164,seat_decay,4,no spec condition requires a human,P2,75,55000,False,renewed_late,0,uncertain
u_006,2026-W24,7,False,sig_0459,acct_0088,usage_cliff,4,no spec condition requires a human,P2,198,45000,True,pending,0,
u_006,2026-W24,8,False,sig_0442,acct_0045,seat_decay,4,no spec condition requires a human,P2,-69,170000,True,downgraded,-62600,certain
u_006,2026-W25,1,False,sig_0520,acct_0003,exec_churn_language,3,no spec condition requires a human,P0,-63,480000,False,downgraded,-194500,none
u_006,2026-W25,2,False,sig_0515,acct_0107,exec_churn_language,3,no spec condition requires a human,P2,59,720000,False,renewed_flat,0,uncertain
u_006,2026-W27,1,True,sig_0590,acct_0078,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,-94,292500,True,churned,-292500,uncertain
u_006,2026-W27,2,False,sig_0608,acct_0164,usage_cliff,3,no spec condition requires a human,P1,54,55000,False,churned,-55000,uncertain
u_006,2026-W27,3,False,sig_0566,acct_0115,exec_churn_language,3,no spec condition requires a human,P1,-55,31000,False,churned,-31000,none
u_006,2026-W27,4,False,sig_0598,acct_0111,usage_cliff,3,no spec condition requires a human,P2,88,2245000,True,pending,0,
u_006,2026-W27,5,False,sig_0600,acct_0127,usage_cliff,3,no spec condition requires a human,P3,86,1350000,False,pending,0,
u_006,2026-W27,6,False,sig_0597,acct_0111,seat_decay,3,no spec condition requires a human,P3,88,2245000,False,pending,0,
u_006,2026-W27,7,False,sig_0596,acct_0107,usage_cliff,4,no spec condition requires a human,P2,40,720000,False,renewed_flat,0,uncertain
u_007,2026-W09,1,False,sig_0009,acct_0166,exec_churn_language,3,no spec condition requires a human,P2,213,715000,True,pending,0,
u_007,2026-W10,1,False,sig_0016,acct_0153,exec_churn_language,3,no spec condition requires a human,P1,152,260000,False,renewed_flat,0,none
u_007,2026-W13,1,True,sig_0081,acct_0096,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,0,80000,True,renewed_expansion,23100,uncertain
u_007,2026-W13,2,False,sig_0080,acct_0096,seat_decay,3,no spec condition requires a human,P0,0,80000,False,churned,-80000,none
u_007,2026-W13,3,False,sig_0086,acct_0152,exec_churn_language,3,no spec condition requires a human,P2,92,1605000,True,renewed_expansion,282800,uncertain
u_007,2026-W14,1,False,sig_0088,acct_0173,exec_churn_language,3,no spec condition requires a human,P1,94,715000,False,renewed_flat,0,uncertain
u_007,2026-W14,2,False,sig_0091,acct_0166,exec_churn_language,3,no spec condition requires a human,P2,179,715000,False,pending,0,
u_007,2026-W14,3,False,sig_0092,acct_0004,seat_decay,4,no spec condition requires a human,P2,-5,2010000,False,renewed_flat,0,none
u_007,2026-W18,1,True,sig_0202,acct_0023,seat_decay,1,§8.1 mandatory-route trigger: ['billing_dispute'],P2,242,295000,True,pending,0,
u_007,2026-W18,2,True,sig_0203,acct_0023,usage_cliff,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P2,242,295000,True,pending,0,
u_007,2026-W18,3,False,sig_0236,acct_0166,seat_decay,4,no spec condition requires a human,P2,150,715000,False,pending,0,
u_007,2026-W19,1,True,sig_0249,acct_0023,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P1,236,295000,False,pending,0,
u_007,2026-W20,1,False,sig_0256,acct_0004,exec_churn_language,3,no spec condition requires a human,P1,-42,2010000,False,renewed_late,0,none
u_007,2026-W21,1,False,sig_0305,acct_0096,usage_cliff,4,no spec condition requires a human,P1,-56,80000,False,renewed_flat,0,none
u_007,2026-W21,2,False,sig_0336,acct_0179,usage_cliff,4,no spec condition requires a human,P2,36,292500,True,renewed_flat,0,uncertain
u_007,2026-W21,3,False,sig_0329,acct_0153,usage_cliff,4,no spec condition requires a human,P2,74,260000,True,renewed_flat,0,uncertain
u_007,2026-W21,4,False,sig_0291,acct_0044,usage_cliff,4,no spec condition requires a human,P2,130,112500,False,pending,0,
u_007,2026-W21,5,False,sig_0283,acct_0023,seat_decay,4,no spec condition requires a human,P2,221,295000,False,pending,0,
u_007,2026-W22,1,True,sig_0350,acct_0173,exec_churn_language,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P3,35,715000,False,renewed_flat,0,none
u_007,2026-W22,2,False,sig_0349,acct_0153,exec_churn_language,3,no spec condition requires a human,P3,69,260000,False,renewed_expansion,23600,none
u_007,2026-W23,1,True,sig_0399,acct_0083,security_review_opened,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,23,1225000,True,renewed_flat,0,certain
u_007,2026-W23,2,False,sig_0387,acct_0179,exec_churn_language,3,no spec condition requires a human,P2,27,292500,True,renewed_flat,0,uncertain
u_007,2026-W24,1,True,sig_0472,acct_0118,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-86,302500,True,renewed_flat,0,none
u_007,2026-W24,2,False,sig_0507,acct_0173,usage_cliff,3,no spec condition requires a human,P1,19,715000,False,renewed_flat,0,none
u_007,2026-W24,3,False,sig_0418,acct_0004,usage_cliff,3,no spec condition requires a human,P2,-75,2010000,True,downgraded,-315300,uncertain
u_007,2026-W24,4,False,sig_0496,acct_0152,seat_decay,3,no spec condition requires a human,P3,15,1605000,True,renewed_expansion,276200,none
u_007,2026-W24,5,False,sig_0501,acct_0156,usage_cliff,3,no spec condition requires a human,P3,48,147500,True,renewed_flat,0,uncertain
u_007,2026-W24,6,False,sig_0441,acct_0044,usage_cliff,4,no spec condition requires a human,P1,109,112500,True,pending,0,
u_007,2026-W24,7,False,sig_0432,acct_0023,usage_cliff,4,no spec condition requires a human,P1,200,295000,False,pending,0,
u_007,2026-W24,8,False,sig_0497,acct_0152,usage_cliff,4,no spec condition requires a human,P2,15,1605000,True,renewed_flat,0,uncertain
u_007,2026-W24,9,False,sig_0457,acct_0083,usage_cliff,4,no spec condition requires a human,P2,15,1225000,False,renewed_flat,0,none
u_007,2026-W24,10,False,sig_0506,acct_0173,seat_decay,4,no spec condition requires a human,P2,19,715000,True,renewed_flat,0,certain
u_007,2026-W24,11,False,sig_0500,acct_0156,seat_decay,4,no spec condition requires a human,P2,48,147500,False,renewed_expansion,48600,uncertain
u_007,2026-W24,12,False,sig_0464,acct_0096,usage_cliff,4,no spec condition requires a human,P2,-77,80000,False,renewed_flat,0,none
u_007,2026-W25,1,False,sig_0525,acct_0173,exec_churn_language,3,no spec condition requires a human,P1,14,715000,True,renewed_flat,0,none
u_007,2026-W25,2,False,sig_0516,acct_0166,exec_churn_language,3,no spec condition requires a human,P2,106,715000,True,pending,0,
u_007,2026-W26,1,True,sig_0538,acct_0052,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P3,66,575000,False,renewed_expansion,109900,none
u_007,2026-W26,2,False,sig_0547,acct_0118,exec_churn_language,3,no spec condition requires a human,P1,-98,302500,True,churned,-302500,uncertain
u_007,2026-W27,1,False,sig_0606,acct_0156,seat_decay,3,no spec condition requires a human,P2,27,147500,True,downgraded,-65500,uncertain
u_007,2026-W27,2,False,sig_0609,acct_0173,seat_decay,3,no spec condition requires a human,P2,-2,715000,False,renewed_flat,0,uncertain
u_007,2026-W27,3,False,sig_0607,acct_0156,usage_cliff,3,no spec condition requires a human,P3,27,147500,False,downgraded,-61200,uncertain
u_007,2026-W27,4,False,sig_0605,acct_0153,usage_cliff,3,no spec condition requires a human,P3,32,260000,True,renewed_flat,0,uncertain
u_007,2026-W27,5,False,sig_0604,acct_0153,seat_decay,4,no spec condition requires a human,P2,32,260000,True,renewed_expansion,77000,uncertain
u_007,2026-W28,1,False,sig_0612,acct_0173,exec_churn_language,3,no spec condition requires a human,P3,-3,715000,False,renewed_flat,0,uncertain
u_007,2026-W29,1,False,sig_0625,acct_0023,sentiment_drop,3,no spec condition requires a human,P2,170,295000,False,pending,0,
u_008,2026-W10,1,False,sig_0013,acct_0021,renewal_silence,3,no spec condition requires a human,P2,49,42000,True,renewed_flat,0,none
u_008,2026-W11,1,False,sig_0048,acct_0015,exec_churn_language,3,no spec condition requires a human,P1,108,365000,False,renewed_flat,0,none
u_008,2026-W13,1,True,sig_0078,acct_0021,usage_cliff,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P2,26,42000,True,churned,-42000,uncertain
u_008,2026-W13,2,True,sig_0077,acct_0021,seat_decay,2,no spec condition requires a human,P3,26,42000,True,downgraded,-12600,uncertain
u_008,2026-W13,3,False,sig_0076,acct_0015,seat_decay,3,no spec condition requires a human,P2,94,365000,True,renewed_flat,0,uncertain
u_008,2026-W15,1,False,sig_0141,acct_0136,usage_cliff,3,no spec condition requires a human,P3,77,600000,False,renewed_flat,0,uncertain
u_008,2026-W15,2,False,sig_0132,acct_0090,security_review_opened,3,no spec condition requires a human,P3,113,66000,True,renewed_flat,0,uncertain
u_008,2026-W16,1,False,sig_0163,acct_0113,security_review_opened,3,no spec condition requires a human,P2,-20,217500,True,renewed_flat,0,uncertain
u_008,2026-W16,2,False,sig_0162,acct_0090,usage_cliff,4,no spec condition requires a human,P2,103,66000,True,renewed_flat,0,uncertain
u_008,2026-W17,1,False,sig_0168,acct_0136,billing_dispute,3,no spec condition requires a human,P3,69,600000,False,renewed_flat,0,none
u_008,2026-W18,1,True,sig_0228,acct_0141,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,40,102500,False,renewed_flat,0,uncertain
u_008,2026-W18,2,True,sig_0226,acct_0136,usage_cliff,2,no spec condition requires a human,P2,56,600000,True,downgraded,-112500,uncertain
u_008,2026-W18,3,False,sig_0216,acct_0099,seat_decay,3,no spec condition requires a human,P1,127,51000,False,pending,0,
u_008,2026-W18,4,False,sig_0190,acct_0113,exec_churn_language,3,no spec condition requires a human,P1,-28,217500,True,renewed_flat,0,none
u_008,2026-W18,5,False,sig_0217,acct_0099,usage_cliff,3,no spec condition requires a human,P2,127,51000,True,pending,0,
u_008,2026-W18,6,False,sig_0219,acct_0113,seat_decay,4,no spec condition requires a human,P2,-34,217500,False,renewed_flat,0,none
u_008,2026-W20,1,True,sig_0264,acct_0021,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-23,42000,True,renewed_late,0,uncertain
u_008,2026-W20,2,False,sig_0262,acct_0141,exec_churn_language,3,no spec condition requires a human,P1,29,102500,True,renewed_flat,0,uncertain
u_008,2026-W21,1,True,sig_0288,acct_0038,usage_cliff,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,-40,145000,False,renewed_expansion,49100,none
u_008,2026-W21,2,False,sig_0277,acct_0141,exec_churn_language,3,no spec condition requires a human,P1,20,102500,False,renewed_flat,0,uncertain
u_008,2026-W21,3,False,sig_0284,acct_0024,usage_cliff,3,no spec condition requires a human,P2,34,580000,False,renewed_flat,0,none
u_008,2026-W21,4,False,sig_0307,acct_0099,usage_cliff,3,no spec condition requires a human,P2,106,51000,False,pending,0,
u_008,2026-W21,5,False,sig_0274,acct_0178,exec_churn_language,3,no spec condition requires a human,P2,-12,1540000,False,renewed_flat,0,none
u_008,2026-W21,6,False,sig_0331,acct_0159,usage_cliff,4,no spec condition requires a human,P1,40,270000,False,downgraded,-66900,uncertain
u_008,2026-W21,7,False,sig_0302,acct_0081,usage_cliff,4,no spec condition requires a human,P1,111,232500,True,pending,0,
u_008,2026-W21,8,False,sig_0287,acct_0034,usage_cliff,4,no spec condition requires a human,P2,35,285000,True,renewed_flat,0,uncertain
u_008,2026-W22,1,False,sig_0340,acct_0081,exec_churn_language,3,no spec condition requires a human,P2,109,232500,True,pending,0,
u_008,2026-W22,2,False,sig_0366,acct_0099,seat_decay,4,no spec condition requires a human,P2,99,51000,False,pending,0,
u_008,2026-W23,1,False,sig_0393,acct_0099,exec_churn_language,3,no spec condition requires a human,P2,95,51000,False,pending,0,
u_008,2026-W23,2,False,sig_0404,acct_0136,usage_cliff,3,no spec condition requires a human,P3,21,600000,True,renewed_flat,0,none
u_008,2026-W23,3,False,sig_0403,acct_0136,seat_decay,4,no spec condition requires a human,P2,21,600000,True,renewed_flat,0,none
u_008,2026-W24,1,True,sig_0436,acct_0034,seat_decay,1,§8.1 mandatory-route trigger: ['billing_dispute'],P2,14,285000,False,renewed_flat,0,uncertain
u_008,2026-W24,2,True,sig_0484,acct_0141,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P3,-2,102500,False,renewed_flat,0,uncertain
u_008,2026-W24,3,False,sig_0429,acct_0020,usage_cliff,4,no spec condition requires a human,P1,-57,1970000,True,renewed_flat,0,uncertain
u_008,2026-W24,4,False,sig_0425,acct_0015,seat_decay,4,no spec condition requires a human,P2,17,365000,False,churned,-365000,none
u_008,2026-W24,5,False,sig_0428,acct_0020,seat_decay,4,no spec condition requires a human,P2,-57,1970000,True,renewed_expansion,564900,uncertain
u_008,2026-W24,6,False,sig_0485,acct_0141,usage_cliff,4,no spec condition requires a human,P2,-2,102500,False,renewed_late,0,none
u_008,2026-W24,7,False,sig_0431,acct_0021,usage_cliff,4,no spec condition requires a human,P2,-51,42000,False,churned,-42000,uncertain
u_008,2026-W24,8,False,sig_0430,acct_0021,seat_decay,4,no spec condition requires a human,P3,-51,42000,False,churned,-42000,none
u_008,2026-W26,1,True,sig_0543,acct_0081,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P1,79,232500,False,pending,0,
u_008,2026-W27,1,True,sig_0610,acct_0178,seat_decay,2,no spec condition requires a human,P2,-59,1540000,True,renewed_late,0,none
u_008,2026-W28,1,False,sig_0617,acct_0090,ticket_storm,3,no spec condition requires a human,P2,21,66000,True,renewed_flat,0,uncertain
u_008,2026-W28,2,False,sig_0611,acct_0113,exec_churn_language,3,no spec condition requires a human,P3,-98,217500,False,renewed_expansion,46000,uncertain
u_009,2026-W10,1,False,sig_0026,acct_0084,seat_decay,3,no spec condition requires a human,P1,59,300000,True,renewed_flat,0,none
u_009,2026-W10,2,False,sig_0027,acct_0084,usage_cliff,3,no spec condition requires a human,P1,59,300000,False,renewed_flat,0,none
u_009,2026-W12,1,False,sig_0057,acct_0149,exec_churn_language,3,no spec condition requires a human,P1,36,112500,True,renewed_flat,0,uncertain
u_009,2026-W12,2,False,sig_0070,acct_0084,seat_decay,3,no spec condition requires a human,P2,45,300000,True,renewed_flat,0,uncertain
u_009,2026-W12,3,False,sig_0071,acct_0084,usage_cliff,3,no spec condition requires a human,P2,45,300000,False,renewed_flat,0,uncertain
u_009,2026-W12,4,False,sig_0066,acct_0012,usage_cliff,3,no spec condition requires a human,P3,74,68000,False,churned,-68000,uncertain
u_009,2026-W12,5,False,sig_0065,acct_0012,seat_decay,4,no spec condition requires a human,P2,74,68000,False,renewed_flat,0,uncertain
u_009,2026-W14,1,False,sig_0103,acct_0139,seat_decay,3,no spec condition requires a human,P1,60,120000,False,renewed_flat,0,none
u_009,2026-W14,2,False,sig_0116,acct_0168,seat_decay,3,no spec condition requires a human,P1,181,105000,False,pending,0,
u_009,2026-W14,3,False,sig_0117,acct_0168,usage_cliff,3,no spec condition requires a human,P1,181,105000,False,pending,0,
u_009,2026-W14,4,False,sig_0106,acct_0142,usage_cliff,4,no spec condition requires a human,P1,136,865000,False,renewed_flat,0,uncertain
u_009,2026-W15,1,False,sig_0133,acct_0098,ticket_storm,3,no spec condition requires a human,P2,-20,245000,True,downgraded,-76900,none
u_009,2026-W15,2,False,sig_0137,acct_0048,usage_cliff,4,no spec condition requires a human,P3,152,155000,False,pending,0,
u_009,2026-W16,1,False,sig_0164,acct_0165,billing_dispute,3,no spec condition requires a human,P2,2,43000,False,renewed_flat,0,none
u_009,2026-W17,1,True,sig_0179,acct_0051,usage_cliff,1,§8.1 mandatory-route trigger: ['billing_dispute'],P1,150,32000,True,pending,0,
u_009,2026-W17,2,True,sig_0172,acct_0051,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P1,153,32000,True,pending,0,
u_009,2026-W17,3,True,sig_0166,acct_0048,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P2,144,155000,True,pending,0,
u_009,2026-W18,1,True,sig_0213,acct_0084,usage_cliff,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P3,3,300000,False,renewed_flat,0,none
u_009,2026-W18,2,False,sig_0212,acct_0084,seat_decay,3,no spec condition requires a human,P3,3,300000,True,renewed_late,0,uncertain
u_009,2026-W20,1,True,sig_0266,acct_0050,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,43,252500,True,renewed_expansion,78600,uncertain
u_009,2026-W20,2,True,sig_0267,acct_0050,usage_cliff,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,43,252500,True,renewed_flat,0,uncertain
u_009,2026-W20,3,False,sig_0259,acct_0048,sentiment_drop,3,no spec condition requires a human,P3,120,155000,False,pending,0,
u_009,2026-W21,1,False,sig_0333,acct_0165,usage_cliff,3,no spec condition requires a human,P3,-33,43000,True,renewed_flat,0,uncertain
u_009,2026-W21,2,False,sig_0322,acct_0139,usage_cliff,4,no spec condition requires a human,P1,11,120000,False,renewed_late,0,uncertain
u_009,2026-W21,3,False,sig_0323,acct_0142,usage_cliff,4,no spec condition requires a human,P1,87,865000,True,renewed_flat,0,uncertain
u_009,2026-W21,4,False,sig_0280,acct_0012,seat_decay,4,no spec condition requires a human,P3,11,68000,False,renewed_flat,0,none
u_009,2026-W21,5,False,sig_0294,acct_0050,usage_cliff,4,no spec condition requires a human,P3,36,252500,True,churned,-252500,uncertain
u_009,2026-W22,1,True,sig_0381,acct_0168,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,125,105000,False,pending,0,
u_009,2026-W22,2,True,sig_0361,acct_0084,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,-25,300000,False,renewed_flat,0,none
u_009,2026-W22,3,True,sig_0364,acct_0098,seat_decay,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P1,-71,245000,True,downgraded,-76400,uncertain
u_009,2026-W22,4,True,sig_0368,acct_0104,usage_cliff,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P3,123,25000,True,pending,0,
u_009,2026-W22,5,False,sig_0367,acct_0104,seat_decay,3,no spec condition requires a human,P1,123,25000,False,pending,0,
u_009,2026-W22,6,False,sig_0343,acct_0104,exec_churn_language,3,no spec condition requires a human,P2,127,25000,True,pending,0,
u_009,2026-W22,7,False,sig_0362,acct_0084,usage_cliff,3,no spec condition requires a human,P2,-25,300000,False,renewed_flat,0,none
u_009,2026-W22,8,False,sig_0380,acct_0165,seat_decay,3,no spec condition requires a human,P2,-40,43000,False,renewed_flat,0,none
u_009,2026-W22,9,False,sig_0382,acct_0168,usage_cliff,4,no spec condition requires a human,P1,125,105000,False,pending,0,
u_009,2026-W22,10,False,sig_0365,acct_0098,usage_cliff,4,no spec condition requires a human,P2,-71,245000,False,downgraded,-38800,none
u_009,2026-W23,1,False,sig_0401,acct_0051,usage_cliff,3,no spec condition requires a human,P2,108,32000,False,pending,0,
u_009,2026-W24,1,True,sig_0409,acct_0050,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P1,19,252500,False,downgraded,-98000,none
u_009,2026-W24,2,False,sig_0407,acct_0012,exec_churn_language,3,no spec condition requires a human,P1,-5,68000,True,renewed_flat,0,uncertain
u_009,2026-W24,3,False,sig_0486,acct_0142,usage_cliff,3,no spec condition requires a human,P3,66,865000,False,renewed_expansion,136800,uncertain
u_009,2026-W24,4,False,sig_0467,acct_0098,usage_cliff,4,no spec condition requires a human,P2,-85,245000,True,renewed_late,0,certain
u_009,2026-W24,5,False,sig_0446,acct_0048,usage_cliff,4,no spec condition requires a human,P3,89,155000,False,pending,0,
u_009,2026-W24,6,False,sig_0466,acct_0098,seat_decay,4,no spec condition requires a human,P3,-85,245000,False,renewed_flat,0,none
u_009,2026-W25,1,False,sig_0535,acct_0104,seat_decay,3,no spec condition requires a human,P3,102,25000,True,pending,0,
u_009,2026-W26,1,False,sig_0546,acct_0084,exec_churn_language,3,no spec condition requires a human,P2,-51,300000,True,renewed_flat,0,uncertain
u_009,2026-W27,1,True,sig_0588,acct_0051,usage_cliff,2,no spec condition requires a human,P2,80,32000,True,pending,0,
u_009,2026-W27,2,False,sig_0587,acct_0051,seat_decay,3,no spec condition requires a human,P1,80,32000,True,pending,0,
u_009,2026-W27,3,False,sig_0576,acct_0084,sentiment_drop,3,no spec condition requires a human,P2,-56,300000,False,renewed_late,0,none
u_009,2026-W29,1,True,sig_0626,acct_0098,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P3,-115,245000,False,churned,-245000,uncertain
u_010,2026-W09,1,True,sig_0005,acct_0120,seat_decay,1,§8.1 mandatory-route trigger: ['legal_reference'],P2,209,70000,True,pending,0,
u_010,2026-W10,1,True,sig_0019,acct_0014,seat_decay,1,"§6.3 agent assigned P0/P1 with a non-benign hypothesis — §6.3 reads P0 as 'act today' and P1 as 'material risk with corroboration' (inference from the severity table, not a stated route duty)",P1,113,575000,True,downgraded,-291000,certain
u_010,2026-W10,2,True,sig_0025,acct_0076,seat_decay,1,§8.1 mandatory-route trigger: ['buyer_or_champion_departure'],P2,70,42000,False,renewed_flat,0,none
u_010,2026-W10,3,False,sig_0020,acct_0019,usage_cliff,3,no spec condition requires a human,P1,133,540000,False,renewed_flat,0,uncertain
u_010,2026-W10,4,False,sig_0010,acct_0019,billing_dispute,3,no spec condition requires a human,P2,139,540000,True,renewed_flat,0,uncertain
u_010,2026-W11,1,True,sig_0042,acct_0120,billing_dispute,1,§8.1 mandatory-route trigger: ['billing_dispute'],P2,197,70000,False,pending,0,
u_010,2026-W11,2,True,sig_0051,acct_0108,seat_decay,2,no spec condition requires a human,P2,15,560000,False,downgraded,-252300,none
u_010,2026-W12,1,True,sig_0058,acct_0076,exec_churn_language,1,§8.1 mandatory-route trigger: ['buyer_or_champion_departure'],P1,60,42000,False,downgraded,-17400,none
u_010,2026-W12,2,True,sig_0069,acct_0076,seat_decay,1,§8.1 mandatory-route trigger: ['buyer_or_champion_departure'],P2,56,42000,False,renewed_flat,0,none
u_010,2026-W12,3,False,sig_0064,acct_0008,seat_decay,4,no spec condition requires a human,P2,72,47000,True,churned,-47000,uncertain
u_010,2026-W13,1,True,sig_0075,acct_0120,security_review_opened,1,§8.1 mandatory-route trigger: ['legal_reference'],P1,182,70000,True,pending,0,
u_010,2026-W14,1,True,sig_0101,acct_0120,usage_cliff,1,§8.1 mandatory-route trigger: ['billing_dispute'],P2,174,70000,True,pending,0,
u_010,2026-W14,2,True,sig_0100,acct_0120,seat_decay,2,no spec condition requires a human,P3,174,70000,True,pending,0,
u_010,2026-W15,1,False,sig_0131,acct_0068,exec_churn_language,3,no spec condition requires a human,P2,63,270000,True,renewed_late,0,certain
u_010,2026-W16,1,False,sig_0146,acct_0008,sentiment_drop,3,no spec condition requires a human,P1,47,47000,False,downgraded,-12900,none
u_010,2026-W16,2,False,sig_0158,acct_0076,usage_cliff,4,no spec condition requires a human,P1,28,42000,False,renewed_late,0,uncertain
u_010,2026-W17,1,False,sig_0174,acct_0076,exec_churn_language,3,no spec condition requires a human,P1,24,42000,False,renewed_flat,0,none
u_010,2026-W21,1,True,sig_0314,acct_0120,usage_cliff,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P2,125,70000,False,pending,0,
u_010,2026-W21,2,True,sig_0311,acct_0108,usage_cliff,1,§4.6 enrichment timed out; a signal that timed out waiting for data must still reach a human,P2,-55,560000,True,renewed_flat,0,uncertain
u_010,2026-W21,3,False,sig_0278,acct_0008,usage_cliff,4,no spec condition requires a human,P2,9,47000,True,churned,-47000,uncertain
